Id,Station,longitude,latitude,Country
60419,CONSTANTINE,6.61666,36.28333,Algeria
60421,OUM-EL-BOUAGHI,7.11666,35.86666,Algeria
60423,SOUK-AHRAS,7.96666,36.28333,Algeria
60425,CHLEF,1.33333,36.21666,Algeria
60430,MILIANA,2.23333,36.3,Algeria
60437,MEDEA,2.73333,36.28333,Algeria
60444,BORDJ-BOU-ARRERIDJ,4.76666,36.06666,Algeria
60445,SETIF,5.25,36.18333,Algeria
60452,ARZEW,-0.26666,35.81666,Algeria
60457,MOSTAGANEM,0.11666,35.88333,Algeria
60461,ORAN-PORT,-0.65,35.7,Algeria
60467,M-SILA,4.5,35.66666,Algeria
60468,BATNA,6.31666,35.75,Algeria
60471,BARIKA,5.33333,35.33333,Algeria
60475,TEBESSA,8.11666,35.41666,Algeria
60476,KHENCHELLA,7.08333,35.46666,Algeria
60481,ORAN-TAFARAOUI,-0.51666,35.48333,Algeria
60490,ORAN-SENIA,-0.6,35.63333,Algeria
60506,MASCARA-MATEMORE,0.3,35.6,Algeria
60507,MASCARA-GHRISS,0.15,35.21666,Algeria
60511,TIARET,1.46666,35.35,Algeria
60514,KSAR-CHELLALA,2.31666,35.16666,Algeria
60515,BOU-SAADA,4.2,35.33333,Algeria
60517,GHAZAOUET,-1.86666,35.1,Algeria
60518,BENI-SAF,-1.35,35.3,Algeria
60520,SIDI-BEL-ABBES,-0.61666,35.2,Algeria
60522,MAGHNIA,-1.78333,34.81666,Algeria
60525,BISKRA,5.73333,34.8,Algeria
60531,TLEMCEN-ZENATA,-1.46666,35.01666,Algeria
60535,DJELFA,3.38333,34.33333,Algeria
60536,SAIDA,0.15,34.86666,Algeria
60611,IN-AMENAS,9.63333,28.05,Algeria
60607,TIMIMOUN,0.28333,29.25,Algeria
60603,RHOURD-NOUSS,6.7,29.71666,Algeria
60602,BENI-ABBES,-2.16666,30.13333,Algeria
60590,EL-GOLEA,2.86666,30.56666,Algeria
60581,HASSI-MESSAOUD,6.15,31.66666,Algeria
60580,OUARGLA,5.4,31.93333,Algeria
60571,BECHAR,-2.25,31.5,Algeria
60566,GHARDAIA,3.8,32.4,Algeria
60563,HASSIR_MEL,3.28333,32.93333,Algeria
60560,AIN-SEFRA,-0.6,32.76666,Algeria
60670,DJANET,9.46666,24.26666,Algeria
60690,IN-GUEZZAM,5.76666,19.56666,Algeria
60686,BORDJ-BADJ-MOKHTAR,0.95,21.33333,Algeria
60656,TINDOUF,-8.16666,27.7,Algeria
60640,ILLIZI,8.41666,26.5,Algeria
60630,IN-SALAH,2.5,27.23333,Algeria
60559,EL-OUED,6.78333,33.5,Algeria
60680,TAMANRASSET,5.43333,22.8,Algeria
60620,ADRAR,-0.18333,27.88333,Algeria
60557,NAAMA,-0.3,33.26666,Algeria
60555,TOUGGOURT,6.13333,33.11666,Algeria
60550,EL-BAYADH,1,33.66666,Algeria
60549,MECHERIA,-0.28333,33.58333,Algeria
60545,LAGHOUAT,2.93333,33.76666,Algeria
60540,EL-KHEITER,6.66666,34.15,Algeria
60351,JIJEL--ACHOUAT,5.88333,36.8,Algeria
60353,JIJEL-PORT,5.88333,36.81666,Algeria
60355,SKIKDA,6.9,36.88333,Algeria
60360,ANNABA,7.81666,36.83333,Algeria
60367,EL-KALA,8.45,36.9,Algeria
60369,ALGER-PORT,3.1,36.76666,Algeria
60387,DELLYS,3.95,36.91666,Algeria
60390,DAR-EL-BEIDA,3.21666,36.68333,Algeria
60395,TIZI-OUZOU,4.05,36.7,Algeria
60401,BEJAIA-PORT,5.1,36.75,Algeria
60402,BEJAIA-AEROPORT,5.06666,36.71666,Algeria
60403,GUELMA,7.46666,36.46666,Algeria
60405,BOUCHEGOUF,7.71666,36.5,Algeria
60410,TENES,1.33333,36.5,Algeria
60415,AIN-BESSAM,3.53333,36.31666,Algeria
60417,BOUIRA,3.88333,36.38333,Algeria
66450,BAIA-DOS-TIGRES,11.71666,-16.6,Angola
66305,LOBITO,13.53333,-12.36666,Angola
66296,CAZOMBO,22.9,-11.86666,Angola
66285,LUENA-LUSO,19.91666,-11.78333,Angola
66270,WAKU-KUNGU-CELA,15.11666,-11.41666,Angola
66260,SUMBE,13.85,-11.2,Angola
66240,PORTO-AMBOIM,13.75,-10.7,Angola
66226,SAURIMO-HENRIQUE-DE-CARVALHO,20.4,-9.65,Angola
66223,MBANZA-CONGO,14.25,-6.26666,Angola
66215,MALANGE,16.36666,-9.55,Angola
66210,SUMBE,13.85,-11.2,Angola
66187,CAMAXILO,18.93333,-8.36666,Angola
66172,N_DALATANDO,14.91666,-9.28333,Angola
66160,LUANDA,13.23333,-8.85,Angola
66152,DUNDO,20.81666,-7.4,Angola
66142,NEGAGE,15.36666,-7.68333,Angola
66140,CARMONA,15,-7.58333,Angola
66136,TOTO,14.26666,-7.16666,Angola
66130,N_ZETO-AMBRIZETE,12.86666,-7.23333,Angola
66121,MAQUELA-DO-ZOMBO,15.11666,-6.03333,Angola
66118,NBANZA-KONGO,14.25,-6.26666,Angola
66116,NOQUI,13.43333,-5.86666,Angola
66104,CABINDA,12.18333,-5.55,Angola
66318,HUAMBO-NOVA-LISBOA,15.75,-12.8,Angola
66325,BIE-SILVA-PORTO,16.95,-12.38333,Angola
66390,LUBANGO-SA-DA-BANDEIRA,13.56666,-14.93333,Angola
66410,MENONGUE-SERPA-PINTO,17.68333,-14.65,Angola
66422,MOCAMEDES,12.15,-15.2,Angola
66447,MAVINGA,20.35,-15.83333,Angola
66460,PEREIRA-DE-ECA,15.73333,-17.08333,Angola
66485,ROCADAS,15,-16.71666,Angola
66310,MONBACA-BENGUELA,13.41666,-12.58333,Angola
65330,PARAKOU,2.61666,9.35,Benin
65319,NATITINGOU,1.38333,10.31666,Benin
65344,COTONOU,2.38333,6.35,Benin
65338,BOHICON,2.06666,7.16666,Benin
65335,SAVE,2.46666,8.03333,Benin
65306,KANDI,2.93333,11.13333,Benin
68024,GHANZI,21.65,-21.7,Botswana
68038,SUA-PAN,26.21666,-20.55,Botswana
68032,MAUN,23.41666,-19.98333,Botswana
68031,MOREMI,23.41666,-19.33333,Botswana
68030,PANDAMATENGA,25.63333,-18.53333,Botswana
68029,KASANE,25.15,-17.81666,Botswana
68026,SHAKAWE,21.85,-18.36666,Botswana
68226,TSHANE,21.88333,-24.01666,Botswana
68234,JWANENG,24.66666,-24.6,Botswana
68240,SERETSE-KHAMA-INTERNATIONAL-AIRPORT,25.91666,-24.55,Botswana
68244,GABORONE,25.91666,-24.66666,Botswana
68320,WERDA,23.25,-25.26666,Botswana
68325,GOOD-HOPE,25.41666,-25.45,Botswana
68328,TSABONG,22.45,-26.05,Botswana
68148,MAHALAPYE,26.8,-23.08333,Botswana
68220,KHUTSE,24.16666,-23.66666,Botswana
68070,SELEBI-PHIKWE,27.81666,-22.05,Botswana
68054,FRANCISTOWN,27.5,-21.21666,Botswana
68040,LETLHAKANE,25.6,-21.41666,Botswana
68034,GWETA,25.08333,-20.25,Botswana
68992,BOUVET-ISLAND,3.28333,-54.4,Bouvet-Island
65522,GAOUA,-3.18333,10.33333,Burkina
65523,MANGODARA,-4.35,9.9,Burkina
65516,BOROMO,-2.91666,11.73333,Burkina
65503,OUAGADOUGOU,-1.51666,12.35,Burkina
65510,BOBO-DIOULASSO,-4.3,11.16666,Burkina
65518,PO,-1.15,11.16666,Burkina
65501,DORI,-3.33333,14.03333,Burkina
65502,OUAHIGOUYA,-2.43333,13.58333,Burkina
65507,FADA-N_GOURMA,0.35,12.06666,Burkina
65505,DEDOUGOU,-3.48333,12.46666,Burkina
65500,MARKOYE,-6.66666,14.63333,Burkina
64397,MUYINGA,30.33333,-2.83333,Burundi
64390,BUJUMBURA,29.31666,-3.31666,Burundi
64910,DOUALA-OBS,9.73333,4,Cameroon
64971,KRIBI,9.9,2.95,Cameroon
64961,LOMIE,13.61666,3.15,Cameroon
64960,ABONG-MBANG,13.2,3.96666,Cameroon
64950,YAOUNDE,11.51666,3.83333,Cameroon
64931,BATOURI,14.36666,4.46666,Cameroon
64930,BERTOUA,13.73333,4.6,Cameroon
64920,BAFIA,11.25,4.73333,Cameroon
64911,NKONGSAMBA,9.93333,4.95,Cameroon
64910,DOUALA-OBS,9.7,4.01666,Cameroon
64901,BETARE-OYA,14.06666,5.6,Cameroon
64900,YOKO,12.36666,5.55,Cameroon
64893,KOUNDJA,10.75,5.65,Cameroon
64892,BAMENDA,10.11666,6.05,Cameroon
64890,MAMFE,9.28333,5.71666,Cameroon
64882,MEIGANGA,14.36666,6.53333,Cameroon
64880,BANYO,11.81666,6.78333,Cameroon
64870,NGAOUNDERE,13.56666,7.35,Cameroon
64860,GAROUA,13.38333,9.33333,Cameroon
64851,MAROUA-SALAK,14.25,10.45,Cameroon
64665,MOBAYE,21.18333,4.31666,Centrafrique
64662,ALINDAO,21.2,5.05,Centrafrique
64661,YALINGA,23.26666,6.5,Centrafrique
64660,BAMBARI,20.65,5.85,Centrafrique
64659,OBO,26.5,5.4,Centrafrique
64658,BIRAO,22.78333,10.28333,Centrafrique
64656,BANGASSOU,22.83333,4.73333,Centrafrique
64655,BRIA,21.98333,6.53333,Centrafrique
64654,N_DELE,20.65,8.4,Centrafrique
64650,BANGUI,18.51666,4.4,Centrafrique
64610,BOSSANGOA,17.43333,6.48333,Centrafrique
64605,BOSSEMBELE,17.63333,5.26666,Centrafrique
64601,BOUAR,15.63333,5.96666,Centrafrique
64600,BERBERATI,15.8,4.25,Centrafrique
64756,ABECHE,20.85,13.85,Chad
64755,GOZ-BEIDA,21.41666,12.23333,Chad
64754,AM-TIMAN,20.28333,11.03333,Chad
64753,FAYA,19.16666,18,Chad
64751,ATI,18.31666,13.21666,Chad
64750,SARH,18.38333,9.15,Chad
64709,PALA,14.96666,9.36666,Chad
64708,BOKORO,17.05,12.38333,Chad
64707,MOUSSORO,16.5,13.65,Chad
64706,MOUNDOU,16.06666,8.56666,Chad
64705,BOUSSO,16.71666,10.48333,Chad
64702,BOL-BERIM,14.73333,13.43333,Chad
64701,MAO,15.31666,14.11666,Chad
64700,NDJAMENA,15.03333,12.13333,Chad
64757,FADA,21.55,17.16666,Chad
64758,MONGO,18.68333,12.18333,Chad
67005,PAMANDZI-MAYOTTE,45.26666,-12.8,Comoros
67001,MORONI-AIRPORT-GRANDE-COMORE,43.23333,-11.7,Comoros
67004,OUANI-ANJOUAN,44.43333,-12.11666,Comoros
67002,HAHAYA-INT-AIRPORT,43.26666,-11.53333,Comoros
64405,SIBITI,13.35,-3.68333,Congo
64400,POINTE-NOIRE,11.9,-4.81666,Congo
64401,DOLISIE,12.7,-4.2,Congo
64402,MOUYONDZI,13.95,-4,Congo
64403,MAKABANA,12.61666,-3.48333,Congo
64450,BRAZZAVILLE-_MAYA-MAYA,15.25,-4.25,Congo
64451,BOULANKIO,15.25,-3.81666,Congo
64452,M_POUYA,16.21666,-2.61666,Congo
64453,DJAMBALA,14.76666,-2.53333,Congo
64454,GAMBOMA,15.85,-1.9,Congo
64456,MAKOUA,15.65,-1.66666,Congo
64458,OUESSO,16.05,1.61666,Congo
64459,IMPFONDO,18.06666,1.61666,Congo
64460,SOUANKE,14.03333,2.06666,Congo
64462,KELLE,13.55,0.1,Congo
64463,EWO,14.81666,-5.58333,Congo
65562,DIMBOKRO,-4.7,6.65,CotedIvoire
65560,DALOA,-6.46666,6.86666,CotedIvoire
65557,GAGNOA,-5.95,6.13333,CotedIvoire
65555,BOUAKE,-5.06666,7.73333,CotedIvoire
65548,MAN,-7.51666,7.38333,CotedIvoire
65545,BONDOUKOU,-2.78333,8.05,CotedIvoire
65536,KORHOGO,-5.61666,9.41666,CotedIvoire
65528,ODIENNE,-7.56666,9.5,CotedIvoire
65594,SAN-PEDRO,-6.65,4.75,CotedIvoire
65592,TABOU,-7.36666,4.41666,CotedIvoire
65585,ADIAKE,-3.3,5.3,CotedIvoire
65578,ABIDJAN,-3.93333,5.25,CotedIvoire
65563,YAMOUSSOUKRO,-5.35,6.9,CotedIvoire
65599,SASSANDRA,-6.08333,4.95,CotedIvoire
64108,BANDUNDU,17.35,-3.3,DRC
64014,LISALA,21.56666,2.31666,DRC
64008,BASANKUSU,19.8,1.21666,DRC
64006,GEMENA,19.78333,3.28333,DRC
64115,INONGO,18.26666,-1.96666,DRC
64126,BOENDE,20.85,-0.21666,DRC
64146,LODJA,23.46666,-3.48333,DRC
64155,KINDU,25.91666,-2.95,DRC
64005,MBANDAKA,18.26666,0.05,DRC
64156,KALIMA,26.55,-2.6,DRC
64157,RUTSHURU,29.45,-1.18333,DRC
64159,UBUNDU,25.45,-0.35,DRC
64170,WALIKALE,27,-1.41666,DRC
64180,BUKAVU,28.85,-2.51666,DRC
64184,GOMA,29.23333,-1.68333,DRC
64201,MOANDA,12.41666,-6,DRC
64203,KITONA,12.45,-5.91666,DRC
64204,BOMA,13.1,-5.85,DRC
64206,INGA,13.58333,-5.51666,DRC
64207,MATADI,13.43333,-5.8,DRC
64209,LUOZI,14.13333,-4.95,DRC
64210,KINSHASA_N_DJILI,15.43333,-4.38333,DRC
64211,KINSHASA_N_DOLO,15.31666,-4.31666,DRC
64370,LUBUMBASHI-KARAVIA,27.46666,-11.65,DRC
64021,BONDO,23.81666,3.8,DRC
64034,BUTA,24.78333,2.78333,DRC
64040,KISANGANI,25.18333,0.51666,DRC
64056,BAFWASENDE,27.13333,1.08333,DRC
64016,BUMBA,22.55,2.18333,DRC
64015,LIBENGE,18.63333,3.63333,DRC
64062,ISIRO,27.65,2.76666,DRC
64071,MAMBASA,29.06666,1.36666,DRC
64072,BUTEMBO,29.26666,0.13333,DRC
64074,WATSA,29.5,3.06666,DRC
64076,BUNIA,30.21666,1.5,DRC
64077,BUNIA-RUAMPARA,30.21666,1.56666,DRC
64101,LUKOLELA,17.2,-1.05,DRC
64360,LUBUMBASHI-LUANO,27.48333,-11.66666,DRC
64018,BASOKO,23.6,1.25,DRC
64217,KENGE,17.06666,-4.91666,DRC
64220,KINSHASA_BINZA,15.25,-4.36666,DRC
64222,KIKWIT,18.8,-5.03333,DRC
64224,ILEBO,20.58333,-4.33333,DRC
64228,TSHIKAPA,20.85,-6.41666,DRC
64235,KANANGA,22.41666,-5.88333,DRC
64246,LUSAMBO,23.43333,-4.96666,DRC
64247,MBUJI-MAYI,23.61666,-6.16666,DRC
64248,LUPUTA,23.73333,-7.13333,DRC
64264,KASONGO,26.58333,-4.51666,DRC
64276,KONGOLO,27,-5.35,DRC
64282,MANONO,27.43333,-7.28333,DRC
64285,KALEMIE,29.18333,-5.88333,DRC
64301,DILOLO,22.33333,-10.68333,DRC
64303,SANDOA,22.85,-9.63333,DRC
64315,KAMINA_BASE,25.25,-8.63333,DRC
64328,KOLWEZI,25.45,-10.71666,DRC
64348,MITWABA,27.33333,-8.6,DRC
63125,DJIBOUTI,43.15,11.55,Djibouti
63145,OBOLEH,42.71666,11.16666,Djibouti
62305,SALLUM-PLATEAU,25.11666,31.56666,Egypt
62301,SIDI-BARRANI,25.9,31.61666,Egypt
62306,MERSA-MATRUH,27.21666,31.31666,Egypt
62309,DABAA,28.43333,31.01666,Egypt
62318,NOUZHA,29.93333,31.16666,Egypt
62324,ROSETTA,30.36666,31.45,Egypt
62325,BALTIM,31.08333,31.55,Egypt
62330,DAMIETTA,31.81666,31.41666,Egypt
62332,PORT-SAID_EL-GAMIL,32.23333,31.26666,Egypt
62335,RAFAH-AGRIMET,34.2,31.2,Egypt
62336,EL-ARISH-AGRIMET,33.81666,31.08333,Egypt
62337,EL-ARISH,33.83333,31.06666,Egypt
62345,TAHRIR,30.7,30.65,Egypt
62357,WADI-EL-NATROON-AGRIMET,30.35,30.4,Egypt
62360,SHEBIN-EL-KOM,31.01666,30.6,Egypt
62366,CAIRO,31.4,30.1,Egypt
62369,BAHTIM-AGRIMET,31.25,30.13333,Egypt
62371,CAIRO-HQ,31.28333,30.08333,Egypt
62375,GIZA-AGRIMET,31.21666,30.05,Egypt
62378,HELWAN,31.33333,29.85,Egypt
62381,FAYOUM,30.85,29.3,Egypt
62387,MINYA,30.73333,28.08333,Egypt
62389,MALWY-AGRIMET,30.75,27.7,Egypt
62392,ASYUT-AGRIMET,31.16666,27.2,Egypt
62393,ASYUT,31,27.03333,Egypt
62397,MOUBARK,31.73333,26.33333,Egypt
62403,SOUTH-OF-VALLEY-UNIVERSITY,32.73333,26.2,Egypt
62405,LUXOR,32.7,25.66666,Egypt
62408,EDFOU,32.81666,24.98333,Egypt
62414,ASSWAN,32.81666,23.95,Egypt
62417,SIWA,25.48333,29.2,Egypt
62419,ABU-SIMBEL,31.6,22.36666,Egypt
62420,BAHARIA,28.9,28.33333,Egypt
62423,FARAFRA,27.98333,27.05,Egypt
62425,SHARK-EL-OUINAT,28.7,22.58333,Egypt
62432,DAKHLA,28.96666,25.5,Egypt
62435,KHARGA-AGRIMET,30.53333,25.45,Egypt
62440,ISMAILIA,32.23333,30.58333,Egypt
62450,EL-SUEZ,32.46666,29.86666,Egypt
62452,NEKHEL,33.73333,29.9,Egypt
62453,EL-HASANA,33.76666,30.45,Egypt
62454,BEAR-EL-ABD,32.75,30.96666,Egypt
62455,RAS-SEDR,32.71666,29.58333,Egypt
62456,TABA,34.76666,29.58333,Egypt
62457,SANT-KATREIN,34.05,28.68333,Egypt
62458,ABURDEES,33.18333,28.9,Egypt
62459,EL-TOR,33.63333,28.2,Egypt
62460,SHARM-EL-SHEIKH,34.38333,27.96666,Egypt
62463,HURGUADA,33.8,27.16666,Egypt
62464,HURGUADA-POLLUTION,33.73333,27.28333,Egypt
62465,KOSSEIR,34.25,26.13333,Egypt
62467,DAHAB,34.5,28.48333,Egypt
62476,SHALATIN,35.58333,23.11666,Egypt
64820,BATA-RIO-MUNI,9.8,1.9,GuineaE
64810,MALABO,8.76666,3.75,GuineaE
63043,ASSAB,42.71666,13.06666,Eritrea
63023,MASSAWA,39.45,15.61666,Eritrea
63021,ASMARA,38.91666,15.28333,Eritrea
